"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090136","GO:0090136","epithelial cell-cell adhesion","9/5862","16/28905",0.5625,2.77363741044012,3.5792410598031,0.00163261135178768,0.00438542848919261,0.00174794563935795,"109620/12385/13078/16582/16590/18133/20807/22330/69697",9
"GO:0120305","GO:0120305","regulation of pigmentation","9/5862","16/28905",0.5625,2.77363741044012,3.5792410598031,0.00163261135178768,0.00438542848919261,0.00174794563935795,"101401/12043/12125/17311/18457/216892/233979/24136/77573",9
"GO:1903083","GO:1903083","protein localization to condensed chromosome","9/5862","16/28905",0.5625,2.77363741044012,3.5792410598031,0.00163261135178768,0.00438542848919261,0.00174794563935795,"12534/208628/20877/22137/26951/68014/70385/76464/83815",9
"GO:0046470","GO:0046470","phosphatidylcholine metabolic process","23/5862","62/28905",0.370967741935484,1.8292089015089,3.29664328599852,0.00163908133108619,0.00439730197868726,0.00175267817900312,"102247/106861/12334/13167/14077/14178/18618/192654/20778/210992/212862/216820/218121/226856/236899/241274/26457/27226/27410/53357/67216/68616/72433",23
"GO:0097479","GO:0097479","synaptic vesicle localization","23/5862","62/28905",0.370967741935484,1.8292089015089,3.29664328599852,0.00163908133108619,0.00439730197868726,0.00175267817900312,"108012/11776/11777/12558/12934/14183/16572/16574/17756/18457/19339/20528/20615/216856/219228/233489/30931/360213/50791/55946/66725/67774/73689",23
"GO:1905953","GO:1905953","negative regulation of lipid localization","23/5862","62/28905",0.370967741935484,1.8292089015089,3.29664328599852,0.00163908133108619,0.00439730197868726,0.00175267817900312,"11307/11651/11816/11957/12953/13645/16009/16179/16410/16416/18779/19016/19247/20788/211323/21825/228790/384783/50790/66437/66853/67469/69863",23
"GO:0035988","GO:0035988","chondrocyte proliferation","13/5862","28/28905",0.464285714285714,2.28935151337915,3.44275949718397,0.00165169293227007,0.00441640868803082,0.00176029373797571,"12168/12839/14219/14824/17002/17131/17387/17389/18133/18214/229534/230103/74155",13
"GO:0036010","GO:0036010","protein localization to endosome","13/5862","28/28905",0.464285714285714,2.28935151337915,3.44275949718397,0.00165169293227007,0.00441640868803082,0.00176029373797571,"13645/17309/17698/18016/19878/20660/216169/226016/226594/27008/70178/70796/77407",13
"GO:0043931","GO:0043931","ossification involved in bone maturation","13/5862","28/28905",0.464285714285714,2.28935151337915,3.44275949718397,0.00165169293227007,0.00441640868803082,0.00176029373797571,"105722/13595/16000/18605/20354/21827/233651/235611/239337/329628/68259/71982/73121",13
"GO:0060713","GO:0060713","labyrinthine layer morphogenesis","13/5862","28/28905",0.464285714285714,2.28935151337915,3.44275949718397,0.00165169293227007,0.00441640868803082,0.00176029373797571,"11535/12162/12192/12702/13875/14183/17977/19143/20732/217325/22329/252973/56334",13
"GO:0070841","GO:0070841","inclusion body assembly","13/5862","28/28905",0.464285714285714,2.28935151337915,3.44275949718397,0.00165169293227007,0.00441640868803082,0.00176029373797571,"11816/12759/15114/15185/15512/18858/20660/216150/224997/24108/50873/58233/67847",13
"GO:0099149","GO:0099149","regulation of postsynaptic neurotransmitter receptor internalization","13/5862","28/28905",0.464285714285714,2.28935151337915,3.44275949718397,0.00165169293227007,0.00441640868803082,0.00176029373797571,"11838/13642/14745/15114/16416/17999/18693/211323/215114/232227/234729/64383/69727",13
"GO:1901223","GO:1901223","negative regulation of non-canonical NF-kappaB signal transduction","13/5862","28/28905",0.464285714285714,2.28935151337915,3.44275949718397,0.00165169293227007,0.00441640868803082,0.00176029373797571,"110957/12333/13205/18133/215653/230738/266692/54672/56233/68197/69097/70110/72565",13
"GO:1903909","GO:1903909","regulation of receptor clustering","13/5862","28/28905",0.464285714285714,2.28935151337915,3.44275949718397,0.00165169293227007,0.00441640868803082,0.00176029373797571,"11603/12520/13385/14272/14371/19242/20411/227753/228357/231134/231637/26570/58234",13
"GO:0045921","GO:0045921","positive regulation of exocytosis","34/5862","103/28905",0.330097087378641,1.6276793433435,3.21867774513977,0.00165932573858474,0.00443313426879675,0.00176696022587708,"11891/12291/12306/13447/14063/14191/14299/14389/16190/17919/18750/19204/19339/19340/20194/20909/20910/20963/22088/22249/27359/27681/320051/320405/53357/54525/56807/59033/60510/76338/76707/78808/80718/99571",34
"GO:0046635","GO:0046635","positive regulation of alpha-beta T cell activation","34/5862","103/28905",0.330097087378641,1.6276793433435,3.21867774513977,0.00165932573858474,0.00443313426879675,0.00176696022587708,"110557/11486/11776/12144/12394/12479/12520/12703/13136/13137/14312/14634/14972/14997/15006/15007/15013/15015/15018/15040/16190/16193/18761/19260/192656/19401/207952/20963/22724/243910/320404/56468/80859/83430",34
"GO:0047496","GO:0047496","vesicle transport along microtubule","19/5862","48/28905",0.395833333333333,1.95181891845786,3.32875424291434,0.00169060890934951,0.0045110940881316,0.00179803347825991,"100502766/11776/11777/12752/15114/16553/16572/17281/17756/18457/19324/20615/212733/319613/360213/55946/67774/73689/83431",19
"GO:1901016","GO:1901016","regulation of potassium ion transmembrane transporter activity","19/5862","48/28905",0.395833333333333,1.95181891845786,3.32875424291434,0.00169060890934951,0.0045110940881316,0.00179803347825991,"109676/110784/11603/11735/11931/12289/12389/14199/14419/16412/16535/16538/17999/20928/238161/432442/53416/57814/66894",19
"GO:2000772","GO:2000772","regulation of cellular senescence","19/5862","48/28905",0.395833333333333,1.95181891845786,3.32875424291434,0.00169060890934951,0.0045110940881316,0.00179803347825991,"11350/114774/11847/12010/12053/12571/16202/19650/21385/21752/22059/22061/23797/66090/66143/66610/67141/77976/93759",19
"GO:0051289","GO:0051289","protein homotetramerization","21/5862","55/28905",0.381818181818182,1.88271145435936,3.30490948562886,0.00169249413263109,0.00451425289582001,0.00179929251694635,"100705/107476/107869/108037/11830/12010/14660/14711/16518/17436/18764/20425/20656/216190/21877/22323/228983/56847/64177/70461/74343",21
"GO:0046364","GO:0046364","monosaccharide biosynthetic process","35/5862","107/28905",0.327102803738318,1.61291479734836,3.20363627851649,0.00170850053455412,0.00455317161092766,0.00181480475218846,"103836/108682/110208/11676/11910/13806/14380/14381/14385/14555/14711/14718/14815/16193/17449/18563/18604/18639/18648/18655/19017/213053/21991/227358/27376/320706/50799/56790/67078/67389/67800/74343/75805/77590/93759",35
"GO:0070167","GO:0070167","regulation of biomineral tissue development","35/5862","107/28905",0.327102803738318,1.61291479734836,3.20363627851649,0.00170850053455412,0.00455317161092766,0.00181480475218846,"105722/11477/11555/11732/12095/12159/12161/12162/12168/13609/140780/14119/14184/14371/14456/14609/15213/16998/17260/17313/17966/18214/18605/19229/19242/20541/22337/22420/23967/338366/66695/67141/67972/73121/80752",35
"GO:0006029","GO:0006029","proteoglycan metabolic process","30/5862","88/28905",0.340909090909091,1.68099236996371,3.22694505093936,0.00172203007266906,0.00458543051208029,0.00182766251642728,"110006/12814/14733/15211/15212/15531/15586/15932/16000/170441/212898/218271/22235/230815/239337/240725/242585/27419/319901/50917/56219/58250/59031/68059/71367/72043/72727/73836/93840/98388",30
"GO:0030500","GO:0030500","regulation of bone mineralization","30/5862","88/28905",0.340909090909091,1.68099236996371,3.22694505093936,0.00172203007266906,0.00458543051208029,0.00182766251642728,"105722/11477/11555/11732/12095/12159/12161/12162/12168/13609/140780/14119/14184/14371/14609/16998/17260/17313/17966/18214/18605/19229/19242/20541/22337/23967/338366/67972/73121/80752",30
"GO:0009081","GO:0009081","branched-chain amino acid metabolic process","12/5862","25/28905",0.48,2.3668372569089,3.44842344807497,0.00173965780748191,0.00461518452141531,0.00183952187999887,"110446/12036/12039/12041/13171/13382/15356/208982/56357/66885/66948/78038",12
"GO:0010884","GO:0010884","positive regulation of lipid storage","12/5862","25/28905",0.48,2.3668372569089,3.44842344807497,0.00173965780748191,0.00461518452141531,0.00183952187999887,"100705/106326/11520/12266/12491/12683/16956/20778/20788/228859/230738/72759",12
"GO:0034453","GO:0034453","microtubule anchoring","12/5862","25/28905",0.48,2.3668372569089,3.44842344807497,0.00173965780748191,0.00461518452141531,0.00183952187999887,"102774/13138/18080/18536/270058/381175/69697/70297/75296/76707/76895/78177",12
"GO:0035459","GO:0035459","vesicle cargo loading","12/5862","25/28905",0.48,2.3668372569089,3.44842344807497,0.00173965780748191,0.00461518452141531,0.00183952187999887,"110379/11776/11777/16553/19324/231070/233489/27054/338366/55946/67231/77371",12
"GO:0035855","GO:0035855","megakaryocyte development","12/5862","25/28905",0.48,2.3668372569089,3.44842344807497,0.00173965780748191,0.00461518452141531,0.00183952187999887,"14247/14723/14724/16590/17268/18718/192176/19247/20807/235627/242687/29813",12
"GO:0070242","GO:0070242","thymocyte apoptotic process","12/5862","25/28905",0.48,2.3668372569089,3.44842344807497,0.00173965780748191,0.00461518452141531,0.00183952187999887,"11486/11501/12125/12144/12159/12370/14634/16453/16579/22059/243910/58208",12
"GO:0072530","GO:0072530","purine-containing compound transmembrane transport","12/5862","25/28905",0.48,2.3668372569089,3.44842344807497,0.00173965780748191,0.00461518452141531,0.00183952187999887,"100604/11416/114304/11739/11740/228993/229731/433926/63959/66972/73132/73836",12
"GO:0140354","GO:0140354","lipid import into cell","12/5862","25/28905",0.48,2.3668372569089,3.44842344807497,0.00173965780748191,0.00461518452141531,0.00183952187999887,"107508/11651/12491/14077/14081/16889/17250/20525/21825/26457/26569/384783",12
"GO:1900117","GO:1900117","regulation of execution phase of apoptosis","12/5862","25/28905",0.48,2.3668372569089,3.44842344807497,0.00173965780748191,0.00461518452141531,0.00183952187999887,"12370/12683/14082/14365/19766/22059/230738/50768/51800/64383/67338/80751",12
"GO:0055013","GO:0055013","cardiac muscle cell development","36/5862","111/28905",0.324324324324324,1.59921436277629,3.19025262892915,0.00175206647271089,0.00464618863550361,0.00185187951076548,"103806/108655/110196/11549/11606/11739/11790/12159/12818/13052/13614/14200/14380/14381/14815/16000/16905/17258/17268/17880/18596/18810/19130/19735/19736/20541/20807/21386/225288/238161/24051/27419/28185/74103/77579/93759",36
"GO:0050746","GO:0050746","regulation of lipoprotein metabolic process","10/5862","19/28905",0.526315789473684,2.59521629047029,3.50820565660747,0.0017591938994215,0.00464976260233131,0.0018533040237286,"11815/13167/14466/16410/16416/18618/51897/67657/67800/75744",10
"GO:0061318","GO:0061318","renal filtration cell differentiation","10/5862","19/28905",0.526315789473684,2.59521629047029,3.50820565660747,0.0017591938994215,0.00464976260233131,0.0018533040237286,"12488/13614/13617/13618/16449/16779/19126/228790/66277/70350",10
"GO:0070243","GO:0070243","regulation of thymocyte apoptotic process","10/5862","19/28905",0.526315789473684,2.59521629047029,3.50820565660747,0.0017591938994215,0.00464976260233131,0.0018533040237286,"11486/11501/12144/12159/12370/16453/16579/22059/243910/58208",10
"GO:0072112","GO:0072112","podocyte differentiation","10/5862","19/28905",0.526315789473684,2.59521629047029,3.50820565660747,0.0017591938994215,0.00464976260233131,0.0018533040237286,"12488/13614/13617/13618/16449/16779/19126/228790/66277/70350",10
"GO:0072311","GO:0072311","glomerular epithelial cell differentiation","10/5862","19/28905",0.526315789473684,2.59521629047029,3.50820565660747,0.0017591938994215,0.00464976260233131,0.0018533040237286,"12488/13614/13617/13618/16449/16779/19126/228790/66277/70350",10
"GO:0086011","GO:0086011","membrane repolarization during action potential","10/5862","19/28905",0.526315789473684,2.59521629047029,3.50820565660747,0.0017591938994215,0.00464976260233131,0.0018533040237286,"12293/12297/12389/140492/16511/16518/16523/16535/192176/57814",10
"GO:1902236","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","10/5862","19/28905",0.526315789473684,2.59521629047029,3.50820565660747,0.0017591938994215,0.00464976260233131,0.0018533040237286,"109815/110213/12282/22433/26427/50873/66073/66168/66725/74126",10
"GO:1903232","GO:1903232","melanosome assembly","10/5862","19/28905",0.526315789473684,2.59521629047029,3.50820565660747,0.0017591938994215,0.00464976260233131,0.0018533040237286,"108012/11764/11769/11776/11777/252903/55946/67844/72433/74104",10
"GO:0007039","GO:0007039","protein catabolic process in the vacuole","11/5862","22/28905",0.5,2.46545547594678,3.46812857447343,0.00178396583509477,0.00470943564998766,0.00187708852818356,"114128/12520/12752/14824/16971/17309/195040/228993/27060/69668/72175",11
"GO:0060602","GO:0060602","branch elongation of an epithelium","11/5862","22/28905",0.5,2.46545547594678,3.46812857447343,0.00178396583509477,0.00470943564998766,0.00187708852818356,"12159/13982/14164/14183/21420/21923/22601/237500/24063/24064/98711",11
"GO:1901679","GO:1901679","nucleotide transmembrane transport","11/5862","22/28905",0.5,2.46545547594678,3.46812857447343,0.00178396583509477,0.00470943564998766,0.00187708852818356,"100604/11416/11739/11740/228993/229731/433926/66972/70556/73132/73836",11
"GO:0060038","GO:0060038","cardiac muscle cell proliferation","24/5862","66/28905",0.363636363636364,1.79305852796129,3.25326529476278,0.00180146338612418,0.00474651549266005,0.0018918678249996,"108655/12444/12534/13052/14164/14182/14183/14609/14632/17125/17260/17967/18121/19084/19094/19664/211323/21385/21814/22601/23966/268697/68861/77579",24
"GO:0061077","GO:0061077","chaperone-mediated protein folding","24/5862","66/28905",0.363636363636364,1.79305852796129,3.25326529476278,0.00180146338612418,0.00474651549266005,0.0018918678249996,"101869/12017/12759/14227/15482/15507/15511/15512/15526/15528/193740/20316/217012/243912/30931/30933/30934/56323/64136/66120/67035/68833/70604/76594",24
"GO:0031348","GO:0031348","negative regulation of defense response","85/5862","312/28905",0.272435897435897,1.34335715035561,3.07557202685937,0.00180422777427763,0.00474651549266005,0.0018918678249996,"100340/109648/109815/109934/110557/114643/11486/11539/11622/11692/11816/11846/11847/12258/12261/12505/12562/12702/13024/14775/14824/14972/14997/15006/15007/15013/15015/15018/15040/15950/16000/16002/16859/17089/17242/17470/18033/18133/19016/19261/19883/20655/20723/207521/20847/20877/209558/213211/21354/21355/216869/217166/21929/21946/22040/22174/22631/227331/228607/229521/229644/231712/23871/23959/23961/257632/26365/353187/381463/434341/52033/52065/54396/56213/56468/56501/63953/64339/66520/67389/67547/72565/74841/83945/96935",85
"GO:0010667","GO:0010667","negative regulation of cardiac muscle cell apoptotic process","16/5862","38/28905",0.421052631578947,2.07617303237623,3.34815417875342,0.00180464938013349,0.00474651549266005,0.0018918678249996,"11739/12043/12633/16202/16579/17242/18024/19317/20319/211323/243912/26897/52040/56312/68346/93759",16
